member_id,employee_number,nrc,first_name,last_name,gender,date_of_birth,date_joined_employer,date_joined_scheme,employment_status,department,sector,retirement_age,normal_retirement_date,current_age,service_years,pensionable_service_years,years_to_retirement,basic_salary,housing_allowance,transport_allowance,total_monthly_salary,pensionable_salary,annual_pensionable_salary,employee_contribution_rate,employer_contribution_rate,employee_monthly_contribution,employer_monthly_contribution,total_monthly_contribution,ee_accumulated_contributions,er_accumulated_contributions,total_accumulated_contributions,investment_return_assumption,salary_growth_assumption,inflation_assumption,accrual_rate,withdrawal_rate,disability_rate,spouse_percentage,mortality_table,benefit_formula_type,pension_type,projected_final_salary,projected_pension_benefit,last_valuation_date,status
MBR0000909,EMP000909,820183/17/7,Member909,Surname163,Female,1964-01-25,2011-04-30,2012-04-02,Retired,Operations,Parastatal,60.0,2026-04-29,62.0,15.0,13.75,0.0,45378.0,9578.0,3119.31,58075.31,44546.71,534560.52,0.07,0.12,3118.27,5345.61,8463.88,495114.33,830352.62,1325466.95,0.0783,0.0605,0.0625,0.025,0.0322,0.0077,0.67,A1967-70,DB,Defined Benefit,44546.71,16705.02,2026-12-31,Active
MBR0000910,EMP000910,631946/65/4,Member910,Surname326,Male,1962-01-23,2000-04-29,2000-08-06,Active,Corporate Affairs,Private,65.0,2027-04-29,64.0,26.0,23.57,1.0,7274.0,1796.4,854.68,9925.08,6207.33,74487.96,0.07,0.1,434.51,620.73,1055.24,122236.16,230683.55,352919.71,0.0752,0.0505,0.0502,0.02,0.0414,0.0053,0.58,SAPS S2,DC,Defined Contribution,6520.8,3521.23,2026-12-31,Active
MBR0000911,EMP000911,290660/28/6,Member911,Surname466,Female,1973-01-30,2003-04-30,2004-01-04,Active,Executive,Public,65.0,2038-04-29,53.0,23.0,20.74,12.0,14464.0,2974.21,1338.67,18776.88,12946.08,155352.96,0.06,0.08,776.76,1035.69,1812.45,231779.42,339680.19,571459.61,0.0858,0.0669,0.0708,0.0167,0.0362,0.005,0.61,A1967-70,DB,Defined Benefit,28159.37,16459.15,2026-12-31,Active
MBR0000912,EMP000912,542628/79/6,Member912,Surname105,Female,2002-06-29,2023-04-30,2024-04-01,Active,Actuarial,Private,65.0,2067-04-29,24.0,3.0,2.75,41.0,16806.0,2029.95,1669.08,20505.03,15745.95,188951.4,0.07,0.12,1102.22,1889.51,2991.73,42115.95,64382.96,106498.91,0.0796,0.05,0.0673,0.02,0.0455,0.0076,0.63,A1967-70,DB,Defined Benefit,116393.88,102426.61,2026-12-31,Active
MBR0000913,EMP000913,347346/28/2,Member913,Surname399,Female,1995-11-26,2017-04-29,2017-08-10,Retired,Legal & Compliance,Public,55.0,2051-04-29,30.0,9.0,8.52,25.0,7487.0,1300.4,654.51,9441.91,7442.09,89305.08,0.07,0.1,520.95,744.21,1265.16,66572.71,70772.95,137345.66,0.0879,0.0425,0.0579,0.0167,0.0322,0.0075,0.66,PMA92,Hybrid,Hybrid,21066.7,11961.67,2026-12-31,Active
MBR0000914,EMP000914,437079/15/6,Member914,Surname133,Male,2000-09-17,2020-04-29,2021-03-07,Retired,Legal & Compliance,Private,65.0,2065-04-28,26.0,6.0,5.88,39.0,9771.0,1956.77,715.79,12443.56,8426.29,101115.48,0.07,0.12,589.84,1011.15,1600.99,50594.7,63777.88,114372.58,0.0974,0.0583,0.0699,0.025,0.0366,0.0046,0.6,PA(90),Hybrid,Hybrid,76803.22,86403.62,2026-12-31,Active
MBR0000915,EMP000915,466333/98/2,Member915,Surname298,Male,1978-01-01,2022-04-29,2022-09-22,Active,Finance,Private,60.0,2038-04-29,48.0,4.0,3.86,12.0,7603.0,971.54,568.43,9142.97,6531.48,78377.76,0.05,0.08,326.57,522.52,849.09,13456.9,26489.38,39946.28,0.0759,0.0551,0.0712,0.0167,0.0355,0.0097,0.52,A1967-70,DC,Defined Contribution,12431.83,3321.78,2026-12-31,Active
MBR0000916,EMP000916,818129/95/1,Member916,Surname66,Female,1998-10-25,2021-04-29,2021-11-19,Deferred,Operations,Private,55.0,2053-04-28,28.0,5.0,4.9,27.0,15810.0,2908.71,964.64,19683.35,14137.46,169649.52,0.08,0.08,1131.0,1131.0,2262.0,70446.37,68323.23,138769.6,0.0803,0.0534,0.074,0.02,0.0204,0.0049,0.59,A1967-70,DB,Defined Benefit,57595.81,36861.32,2026-12-31,Active
MBR0000917,EMP000917,140557/51/2,Member917,Surname211,Female,1976-07-25,1997-04-29,1997-11-12,Active,Technology,Private,65.0,2041-04-28,50.0,29.0,28.37,15.0,13467.0,1437.81,1534.05,16438.86,12642.68,151712.16,0.08,0.1,1011.41,1264.27,2275.68,334050.04,360183.37,694233.41,0.0751,0.057,0.0573,0.0167,0.038,0.002,0.63,PA(90),Hybrid,Hybrid,29037.82,21336.99,2026-12-31,Active
MBR0000918,EMP000918,626760/45/1,Member918,Surname428,Male,1971-12-11,2013-04-29,2013-06-07,Retired,Executive,Public,65.0,2037-04-28,54.0,13.0,12.51,11.0,8440.0,1203.05,422.88,10065.93,7798.07,93576.84,0.07,0.1,545.86,779.81,1325.67,68522.91,116871.06,185393.97,0.0841,0.0586,0.0715,0.025,0.0495,0.0077,0.62,A1967-70,DC,Defined Contribution,14589.42,8753.65,2026-12-31,Active
MBR0000919,EMP000919,952195/41/1,Member919,Surname357,Male,1966-03-30,2007-04-30,2007-11-06,Deferred,Operations,Parastatal,65.0,2031-04-29,60.0,19.0,17.39,5.0,10481.0,2410.9,1138.97,14030.87,10193.6,122323.2,0.08,0.15,815.49,1529.04,2344.53,175363.62,295114.03,470477.65,0.074,0.0574,0.0741,0.02,0.0356,0.0035,0.58,PA(90),DB,Defined Benefit,13474.86,6467.93,2026-12-31,Active
MBR0000920,EMP000920,572787/43/4,Member920,Surname114,Female,1988-04-26,2023-04-30,2024-04-20,Active,Client Services,Public,65.0,2053-04-28,38.0,3.0,3.0,27.0,3605.0,467.57,236.3,4308.87,3544.8,42537.6,0.1,0.1,354.48,354.48,708.96,14081.98,14475.19,28557.17,0.0813,0.0749,0.0797,0.025,0.0283,0.0055,0.54,PA(90),DB,Defined Benefit,24918.93,18689.2,2026-12-31,Active
MBR0000921,EMP000921,664386/41/3,Member921,Surname293,Male,1978-01-08,2015-04-30,2015-10-31,Active,Corporate Affairs,Private,65.0,2043-04-29,48.0,11.0,10.82,17.0,37393.0,8801.72,4072.33,50267.05,34282.91,411394.92,0.08,0.1,2742.63,3428.29,6170.92,382036.86,484132.11,866168.97,0.082,0.0594,0.0708,0.02,0.0207,0.0039,0.6,PA(90),Hybrid,Hybrid,91431.77,51201.79,2026-12-31,Active
MBR0000922,EMP000922,772446/71/4,Member922,Surname242,Male,1986-01-30,2012-04-29,2012-05-08,Active,Executive,Public,65.0,2051-04-29,40.0,14.0,13.39,25.0,9391.0,2298.12,828.37,12517.49,8422.16,101065.92,0.07,0.12,589.55,1010.66,1600.21,103775.42,154027.72,257803.14,0.0759,0.0598,0.0693,0.025,0.0391,0.0039,0.66,PA(90),DC,Defined Contribution,35976.7,35077.28,2026-12-31,Active
MBR0000923,EMP000923,126833/68/4,Member923,Surname415,Female,1998-04-08,2025-04-29,2026-03-06,Retired,Risk Management,Parastatal,60.0,2058-04-29,28.0,1.0,0.96,32.0,3685.0,845.11,250.57,4780.68,3470.41,41644.92,0.07,0.15,242.93,520.56,763.49,3244.09,5834.42,9078.51,0.0944,0.049,0.0685,0.02,0.0479,0.0032,0.56,PA(90),DC,Defined Contribution,16039.71,10586.21,2026-12-31,Active
MBR0000924,EMP000924,971347/30/8,Member924,Surname129,Male,1980-05-20,2021-04-29,2022-02-05,Active,Research & Analytics,Public,65.0,2045-04-28,46.0,5.0,4.63,19.0,10098.0,1468.77,601.51,12168.28,9847.56,118170.72,0.06,0.12,590.85,1181.71,1772.56,42164.71,66136.85,108301.56,0.0991,0.0476,0.0694,0.025,0.0483,0.004,0.59,SAPS S2,Hybrid,Hybrid,23825.55,14295.33,2026-12-31,Active
MBR0000925,EMP000925,471408/26/4,Member925,Surname489,Male,1966-06-02,2025-04-29,2025-09-01,Active,Client Services,Private,65.0,2031-04-29,60.0,1.0,0.91,5.0,13292.0,2039.35,1366.67,16698.02,12302.04,147624.48,0.07,0.1,861.14,1230.2,2091.34,8394.41,16588.66,24983.07,0.0957,0.0496,0.0608,0.02,0.0492,0.0026,0.55,PA(90),DC,Defined Contribution,15670.98,1880.52,2026-12-31,Active
MBR0000926,EMP000926,918859/75/5,Member926,Surname300,Male,1987-11-03,2024-04-29,2024-10-13,Active,Finance,Parastatal,60.0,2048-04-28,38.0,2.0,1.88,22.0,4213.0,436.58,347.26,4996.84,4161.39,49936.68,0.05,0.12,208.07,499.37,707.44,4515.13,10638.07,15153.2,0.0911,0.0699,0.0668,0.02,0.0264,0.0081,0.51,A1967-70,DC,Defined Contribution,18398.76,8831.4,2026-12-31,Active
MBR0000927,EMP000927,966405/91/6,Member927,Surname444,Female,1977-08-07,2001-04-29,2001-10-22,Retired,Actuarial,Private,65.0,2042-04-29,49.0,25.0,23.5,16.0,18814.0,2071.38,1395.02,22280.4,17765.1,213181.2,0.07,0.12,1243.56,2131.81,3375.37,326793.45,548217.57,875011.02,0.0769,0.075,0.0704,0.02,0.0426,0.0093,0.55,PMA92,DB,Defined Benefit,56507.11,46335.83,2026-12-31,Active
MBR0000928,EMP000928,238298/17/5,Member928,Surname114,Male,1962-06-01,2018-04-29,2019-01-31,Active,Technology,Public,65.0,2027-04-29,64.0,8.0,7.95,1.0,12276.0,1325.99,907.83,14509.82,10464.24,125570.88,0.08,0.08,837.14,837.14,1674.28,66774.19,89578.31,156352.5,0.0727,0.0674,0.0614,0.025,0.0449,0.0043,0.54,A1967-70,DB,Defined Benefit,11169.53,2513.14,2026-12-31,Active
MBR0000929,EMP000929,317434/58/3,Member929,Surname119,Male,1994-08-14,2015-04-30,2016-03-19,Active,Technology,Parastatal,55.0,2049-04-28,32.0,11.0,10.63,23.0,21242.0,3480.76,1176.9,25899.66,20601.57,247218.84,0.06,0.15,1236.09,3090.24,4326.33,179627.62,486519.6,666147.22,0.095,0.0496,0.0623,0.02,0.0303,0.0024,0.66,PMA92,DC,Defined Contribution,62726.09,42653.74,2026-12-31,Active
MBR0000930,EMP000930,455973/19/4,Member930,Surname108,Male,1980-09-10,2017-04-29,2018-01-22,Active,Research & Analytics,Private,60.0,2040-04-28,46.0,9.0,8.23,14.0,6895.0,983.89,374.49,8253.38,6191.55,74298.6,0.07,0.08,433.41,495.32,928.73,55291.49,58253.77,113545.26,0.0761,0.0612,0.0617,0.02,0.0252,0.0072,0.67,PA(90),Hybrid,Hybrid,14222.0,6542.12,2026-12-31,Active
MBR0000931,EMP000931,779233/24/4,Member931,Surname459,Female,1970-04-02,1997-04-29,1997-08-10,Deferred,Legal & Compliance,Public,65.0,2035-04-29,56.0,29.0,27.73,9.0,60242.0,11899.47,6929.48,79070.95,52406.5,628878.0,0.08,0.1,4192.52,5240.65,9433.17,1367578.65,2114809.8,3482388.45,0.0823,0.0668,0.0766,0.025,0.0344,0.0025,0.5,A1967-70,Hybrid,Hybrid,93784.75,89095.51,2026-12-31,Inactive
MBR0000932,EMP000932,151584/59/2,Member932,Surname154,Male,2000-01-17,2022-04-29,2022-07-18,Active,Actuarial,Private,60.0,2060-04-28,26.0,4.0,3.77,34.0,7380.0,1101.98,653.45,9135.43,6317.29,75807.48,0.07,0.12,442.21,758.07,1200.28,17021.85,38395.99,55417.84,0.0715,0.0688,0.0741,0.025,0.0226,0.0077,0.5,PA(90),DB,Defined Benefit,60675.02,57641.27,2026-12-31,Active
MBR0000933,EMP000933,580258/75/8,Member933,Surname251,Male,1992-03-06,2017-04-29,2017-09-01,Active,Investment,Private,65.0,2057-04-28,34.0,9.0,8.5,31.0,19078.0,2635.91,2085.39,23799.3,16373.88,196486.56,0.06,0.08,982.43,1309.91,2292.34,103854.71,149218.73,253073.44,0.0859,0.0725,0.067,0.02,0.0359,0.0064,0.55,PA(90),DC,Defined Contribution,143373.18,114698.54,2026-12-31,Active
MBR0000934,EMP000934,495178/71/7,Member934,Surname493,Male,1962-10-15,2013-04-29,2014-01-24,Active,Legal & Compliance,Private,65.0,2027-04-29,64.0,13.0,12.02,1.0,96894.0,15078.07,7597.73,119569.8,90951.19,1091414.28,0.07,0.12,6366.58,10914.14,17280.72,1178540.39,1523831.34,2702371.73,0.0745,0.0569,0.0651,0.02,0.0263,0.0045,0.63,SAPS S2,Hybrid,Hybrid,96126.31,26915.37,2026-12-31,Active
MBR0000935,EMP000935,610556/12/2,Member935,Surname46,Male,1986-05-31,2018-04-29,2018-08-22,Active,Finance,Parastatal,65.0,2051-04-29,40.0,8.0,7.43,25.0,9663.0,1094.43,632.97,11390.4,8661.58,103938.96,0.07,0.12,606.31,1039.39,1645.7,61536.67,112509.82,174046.49,0.0756,0.0697,0.07,0.0167,0.0273,0.0092,0.65,PMA92,Hybrid,Hybrid,46681.74,25726.31,2026-12-31,Active
MBR0000936,EMP000936,478381/62/6,Member936,Surname41,Female,1963-11-02,2022-04-29,2022-09-25,Active,Corporate Affairs,Private,65.0,2029-04-28,62.0,4.0,3.98,3.0,47616.0,5221.73,4757.15,57594.88,42273.02,507276.24,0.06,0.1,2536.38,4227.3,6763.68,131305.8,175251.91,306557.71,0.0794,0.0686,0.0546,0.025,0.0472,0.0035,0.61,PMA92,DC,Defined Contribution,51583.26,9027.07,2026-12-31,Active
MBR0000937,EMP000937,177025/22/3,Member937,Surname474,Male,1978-04-02,2006-04-29,2007-03-05,Retired,Actuarial,Parastatal,65.0,2043-04-29,48.0,20.0,19.13,17.0,54780.0,13507.8,3336.98,71624.78,50104.12,601249.44,0.08,0.15,4008.33,7515.62,11523.95,830984.98,1684000.05,2514985.03,0.0939,0.0564,0.0681,0.02,0.0471,0.0029,0.61,SAPS S2,DB,Defined Benefit,127337.44,94229.71,2026-12-31,Active
MBR0000938,EMP000938,640686/17/8,Member938,Surname278,Female,1993-10-23,2020-04-29,2020-10-11,Retired,Research & Analytics,Public,60.0,2053-04-28,33.0,6.0,5.69,27.0,120628.0,23536.29,6895.87,151060.16,106948.72,1283384.64,0.07,0.08,7486.41,8555.9,16042.31,614046.44,540747.85,1154794.29,0.0739,0.069,0.0538,0.02,0.0401,0.0038,0.56,PA(90),Hybrid,Hybrid,647997.95,427678.65,2026-12-31,Active
MBR0000939,EMP000939,373327/17/3,Member939,Surname418,Male,1990-09-15,2022-04-29,2022-08-10,Retired,Human Resources,Public,60.0,2050-04-29,36.0,4.0,3.95,24.0,19848.0,3573.68,1346.55,24768.23,16893.69,202724.28,0.08,0.12,1351.5,2027.24,3378.74,77133.87,78667.37,155801.24,0.0741,0.0685,0.0599,0.0167,0.0391,0.0051,0.63,PMA92,DC,Defined Contribution,82853.94,38742.5,2026-12-31,Active
MBR0000940,EMP000940,713811/22/6,Member940,Surname35,Female,1979-04-27,2023-04-30,2024-04-13,Deferred,Human Resources,Private,60.0,2039-04-29,47.0,3.0,2.97,13.0,44241.0,10706.86,3435.35,58383.21,42245.79,506949.48,0.06,0.12,2534.75,5069.49,7604.24,79725.13,176767.52,256492.65,0.0976,0.0724,0.0649,0.0167,0.0347,0.0027,0.62,PMA92,Hybrid,Hybrid,104814.63,28006.47,2026-12-31,Active
MBR0000941,EMP000941,865403/72/2,Member941,Surname333,Male,1963-08-06,2016-04-29,2016-06-28,Deferred,Operations,Parastatal,65.0,2028-04-28,63.0,10.0,9.05,2.0,34615.0,8224.8,3686.59,46526.39,34389.09,412669.08,0.1,0.12,3438.91,4126.69,7565.6,378439.54,430694.13,809133.67,0.0918,0.0738,0.0747,0.02,0.0338,0.0023,0.52,SAPS S2,DC,Defined Contribution,39652.22,9516.53,2026-12-31,Active
MBR0000942,EMP000942,148324/38/6,Member942,Surname422,Male,1969-12-02,2023-04-30,2023-10-11,Active,Operations,Public,65.0,2035-04-29,56.0,3.0,2.87,9.0,18171.0,3340.13,1733.4,23244.53,16916.92,203003.04,0.07,0.12,1184.18,2030.03,3214.21,47856.49,67414.84,115271.33,0.0977,0.0542,0.0582,0.02,0.049,0.0027,0.6,PMA92,DB,Defined Benefit,27203.73,6528.9,2026-12-31,Active
MBR0000943,EMP000943,408879/72/5,Member943,Surname443,Male,1969-06-11,2013-04-29,2014-01-02,Active,Finance,Public,65.0,2034-04-29,57.0,13.0,12.69,8.0,10324.0,1407.14,1005.18,12736.32,9577.11,114925.32,0.08,0.15,766.17,1436.57,2202.74,113694.98,261037.12,374732.1,0.0933,0.046,0.0751,0.02,0.0447,0.0046,0.67,PA(90),DC,Defined Contribution,13724.23,5764.18,2026-12-31,Active
MBR0000944,EMP000944,102982/51/1,Member944,Surname155,Female,1985-12-21,2022-04-29,2022-06-13,Active,Human Resources,Parastatal,60.0,2046-04-29,40.0,4.0,3.89,20.0,47659.0,8213.85,3220.73,59093.58,44263.49,531161.88,0.07,0.15,3098.44,6639.52,9737.96,152726.72,304937.71,457664.43,0.085,0.0773,0.0684,0.02,0.028,0.0059,0.57,PA(90),DC,Defined Contribution,196236.08,94193.32,2026-12-31,Active
MBR0000945,EMP000945,823897/84/1,Member945,Surname328,Female,1997-02-23,2019-04-30,2019-06-21,Active,Legal & Compliance,Parastatal,60.0,2057-04-28,29.0,7.0,6.33,31.0,7538.0,836.75,869.64,9244.39,6574.58,78894.96,0.1,0.12,657.46,788.95,1446.41,46847.75,55735.25,102583.0,0.0993,0.0502,0.0662,0.02,0.0379,0.0073,0.53,PA(90),DC,Defined Contribution,30012.38,22809.41,2026-12-31,Active
MBR0000946,EMP000946,575058/38/2,Member946,Surname249,Female,1999-10-24,2021-04-29,2022-04-10,Active,Corporate Affairs,Public,65.0,2064-04-28,27.0,5.0,4.54,38.0,9034.0,1320.46,640.12,10994.58,8753.77,105045.24,0.08,0.08,700.3,700.3,1400.6,45515.14,45774.11,91289.25,0.0854,0.0798,0.0585,0.0167,0.037,0.0092,0.64,A1967-70,DC,Defined Contribution,161897.97,116258.93,2026-12-31,Active
MBR0000947,EMP000947,595351/52/4,Member947,Surname303,Female,1983-02-07,2003-04-30,2003-10-27,Retired,Finance,Public,65.0,2048-04-28,43.0,23.0,22.17,22.0,9195.0,1571.22,536.28,11302.5,8185.76,98229.12,0.08,0.1,654.86,818.58,1473.44,175371.11,195320.04,370691.15,0.0751,0.0703,0.052,0.02,0.0259,0.005,0.57,SAPS S2,Hybrid,Hybrid,36490.56,32841.5,2026-12-31,Active
MBR0000948,EMP000948,449416/89/4,Member948,Surname126,Male,1976-03-22,2001-04-29,2001-06-07,Active,Actuarial,Private,60.0,2036-04-28,50.0,25.0,24.11,10.0,13392.0,1393.36,1330.42,16115.78,13090.46,157085.52,0.07,0.12,916.33,1570.86,2487.19,263865.95,391883.88,655749.83,0.0813,0.0579,0.076,0.02,0.0298,0.0096,0.53,PMA92,Hybrid,Hybrid,22982.7,16087.89,2026-12-31,Active
MBR0000949,EMP000949,373374/51/4,Member949,Surname252,Female,1998-11-09,2020-04-29,2021-04-26,Active,Legal & Compliance,Public,65.0,2064-04-28,27.0,6.0,5.48,38.0,34070.0,6669.97,3799.75,44539.72,33044.66,396535.92,0.07,0.08,2313.13,2643.57,4956.7,154724.9,205255.28,359980.18,0.0844,0.0418,0.0723,0.0167,0.0424,0.0088,0.62,PMA92,Hybrid,Hybrid,156641.45,115100.14,2026-12-31,Inactive
MBR0000950,EMP000950,501277/16/4,Member950,Surname323,Male,1973-08-30,2009-04-29,2009-05-23,Retired,Legal & Compliance,Public,65.0,2038-04-29,53.0,17.0,15.56,12.0,19258.0,4248.71,1548.9,25055.61,18492.05,221904.6,0.07,0.1,1294.44,1849.2,3143.64,292963.19,337725.55,630688.74,0.0965,0.0687,0.0724,0.02,0.05,0.0097,0.5,A1967-70,Hybrid,Hybrid,41044.48,23805.8,2026-12-31,Active
MBR0000951,EMP000951,415134/34/6,Member951,Surname356,Male,1987-06-27,2007-04-30,2007-07-26,Retired,Research & Analytics,Parastatal,65.0,2052-04-28,39.0,19.0,17.4,26.0,3202.0,535.71,277.06,4014.77,2763.8,33165.6,0.08,0.15,221.1,414.57,635.67,48452.14,108028.55,156480.69,0.0903,0.0637,0.0746,0.02,0.0273,0.0058,0.57,PA(90),Hybrid,Hybrid,13765.9,12389.31,2026-12-31,Active
MBR0000952,EMP000952,163878/78/8,Member952,Surname19,Male,1977-12-21,2002-04-29,2002-11-30,Active,Risk Management,Parastatal,60.0,2038-04-29,48.0,24.0,23.02,12.0,7125.0,1318.79,508.67,8952.46,6634.27,79611.24,0.08,0.08,530.74,530.74,1061.48,153682.65,140119.38,293802.03,0.086,0.0444,0.0745,0.02,0.0351,0.0023,0.54,A1967-70,DB,Defined Benefit,11173.66,8045.04,2026-12-31,Active
MBR0000953,EMP000953,198597/22/2,Member953,Surname28,Female,1987-02-15,2019-04-30,2019-06-01,Active,Risk Management,Parastatal,60.0,2047-04-29,39.0,7.0,6.33,21.0,10410.0,2109.5,564.75,13084.25,10328.27,123939.24,0.05,0.12,516.41,1239.39,1755.8,40964.97,89535.2,130500.17,0.0813,0.0789,0.0659,0.0167,0.0448,0.0032,0.53,SAPS S2,DC,Defined Contribution,50890.02,23796.17,2026-12-31,Inactive
MBR0000954,EMP000954,396464/64/1,Member954,Surname99,Female,1998-07-16,2023-04-30,2023-11-30,Deferred,Client Services,Private,60.0,2058-04-29,28.0,3.0,2.73,32.0,12015.0,2569.06,893.86,15477.92,10472.12,125665.44,0.07,0.12,733.05,1256.65,1989.7,29420.21,50406.66,79826.87,0.0992,0.073,0.0791,0.02,0.029,0.0049,0.62,A1967-70,DC,Defined Contribution,99821.87,69875.31,2026-12-31,Active
MBR0000955,EMP000955,428160/21/8,Member955,Surname463,Male,1972-11-30,2024-04-29,2024-11-30,Active,Executive,Public,60.0,2033-04-28,53.0,2.0,1.89,7.0,62414.0,8396.64,7230.37,78041.01,55526.41,666316.92,0.08,0.08,4442.11,4442.11,8884.22,105897.35,101033.39,206930.74,0.08,0.0797,0.0716,0.02,0.0257,0.0042,0.53,SAPS S2,DB,Defined Benefit,94977.62,17095.97,2026-12-31,Inactive
MBR0000956,EMP000956,438699/26/2,Member956,Surname418,Male,1978-09-05,2000-04-29,2001-02-19,Active,Technology,Public,60.0,2038-04-29,48.0,26.0,24.69,12.0,6341.0,1425.86,566.82,8333.68,5624.61,67495.32,0.07,0.1,393.72,562.46,956.18,124455.12,180516.58,304971.7,0.0932,0.0586,0.0736,0.0167,0.0231,0.0049,0.66,SAPS S2,DC,Defined Contribution,11139.74,7069.28,2026-12-31,Active
MBR0000957,EMP000957,760113/89/6,Member957,Surname44,Female,1989-06-12,2022-04-29,2022-11-29,Active,Actuarial,Private,60.0,2049-04-28,37.0,4.0,3.78,23.0,27828.0,5723.52,2143.49,35695.01,26406.61,316879.32,0.07,0.08,1848.46,2112.53,3960.99,79327.64,92140.98,171468.62,0.0768,0.0671,0.0722,0.02,0.0473,0.0038,0.56,SAPS S2,DB,Defined Benefit,117606.25,63507.38,2026-12-31,Inactive
MBR0000958,EMP000958,376403/17/7,Member958,Surname32,Female,1991-01-01,2021-04-29,2022-03-16,Active,Technology,Parastatal,60.0,2051-04-29,35.0,5.0,4.91,25.0,7014.0,747.02,438.27,8199.29,6741.93,80903.16,0.08,0.15,539.35,1011.29,1550.64,29991.57,63632.25,93623.82,0.0708,0.0774,0.0666,0.02,0.0246,0.0086,0.55,PMA92,DC,Defined Contribution,43471.89,26083.13,2026-12-31,Active
MBR0000959,EMP000959,548051/61/1,Member959,Surname6,Male,1981-10-08,2004-04-29,2004-11-12,Active,Legal & Compliance,Private,60.0,2041-04-28,45.0,22.0,20.04,15.0,15218.0,2808.8,1461.6,19488.4,13139.7,157676.4,0.07,0.08,919.78,1051.18,1970.96,194930.99,227696.0,422626.99,0.0878,0.0434,0.0761,0.02,0.0496,0.0057,0.5,A1967-70,DB,Defined Benefit,24851.23,18389.91,2026-12-31,Active
MBR0000960,EMP000960,771904/77/1,Member960,Surname271,Female,1977-04-12,1998-04-29,1999-01-11,Deferred,Finance,Parastatal,65.0,2042-04-29,49.0,28.0,26.89,16.0,34835.0,6238.92,2374.54,43448.46,29631.0,355572.0,0.07,0.08,2074.17,2370.48,4444.65,575176.37,786676.35,1361852.72,0.0983,0.0442,0.0582,0.025,0.0248,0.0048,0.61,PMA92,DC,Defined Contribution,59195.04,65114.54,2026-12-31,Active
MBR0000961,EMP000961,261154/80/3,Member961,Surname169,Male,1980-06-09,2003-04-30,2004-01-01,Active,Investment,Parastatal,65.0,2045-04-28,46.0,23.0,21.91,19.0,6634.0,1560.69,714.45,8909.14,5908.64,70903.68,0.07,0.1,413.6,590.86,1004.46,132721.47,155433.53,288155.0,0.0819,0.0765,0.068,0.0167,0.0388,0.0061,0.67,PA(90),DB,Defined Benefit,23974.76,16815.9,2026-12-31,Active
MBR0000962,EMP000962,301005/54/7,Member962,Surname78,Female,1984-01-15,2015-04-30,2015-06-18,Active,Investment,Parastatal,55.0,2039-04-29,42.0,11.0,10.84,13.0,16787.0,1723.19,1034.88,19545.07,14293.5,171522.0,0.07,0.12,1000.55,1715.22,2715.77,114141.54,239075.02,353216.56,0.0986,0.0796,0.075,0.02,0.0403,0.0071,0.54,PA(90),DC,Defined Contribution,38686.19,18569.37,2026-12-31,Active
MBR0000963,EMP000963,978579/12/1,Member963,Surname339,Female,1971-08-24,2006-04-29,2006-05-25,Active,Technology,Parastatal,65.0,2036-04-28,55.0,20.0,18.95,10.0,3598.0,785.5,414.03,4797.53,3315.46,39785.52,0.08,0.1,265.24,331.55,596.79,68832.55,81393.26,150225.81,0.0953,0.071,0.0585,0.0167,0.0223,0.0075,0.58,SAPS S2,DC,Defined Contribution,6583.22,3298.19,2026-12-31,Active
MBR0000964,EMP000964,417036/82/4,Member964,Surname22,Male,1969-10-26,2016-04-29,2016-06-15,Active,Legal & Compliance,Private,60.0,2029-04-28,57.0,10.0,9.15,3.0,4813.0,1189.95,277.11,6280.06,4347.43,52169.16,0.1,0.12,434.74,521.69,956.43,48408.43,74380.81,122789.24,0.085,0.0403,0.0502,0.025,0.0457,0.01,0.51,PMA92,DB,Defined Benefit,4894.5,1590.71,2026-12-31,Active
MBR0000965,EMP000965,315140/79/1,Member965,Surname325,Female,1988-04-19,2019-04-30,2019-09-25,Retired,Executive,Parastatal,60.0,2048-04-28,38.0,7.0,6.85,22.0,3861.0,573.92,230.5,4665.42,3592.41,43108.92,0.07,0.12,251.47,431.09,682.56,20006.96,30655.6,50662.56,0.0962,0.0604,0.0597,0.0167,0.0246,0.0098,0.54,PA(90),DC,Defined Contribution,13053.28,6321.7,2026-12-31,Active
MBR0000966,EMP000966,788945/50/8,Member966,Surname383,Male,1986-10-25,2013-04-29,2013-10-07,Active,Investment,Parastatal,60.0,2046-04-29,40.0,13.0,12.12,20.0,17093.0,2790.48,1225.85,21109.33,16650.62,199807.44,0.07,0.1,1165.54,1665.06,2830.6,153709.33,230489.43,384198.76,0.0808,0.068,0.0754,0.025,0.0362,0.0074,0.54,PMA92,Hybrid,Hybrid,62066.24,51204.65,2026-12-31,Active
MBR0000967,EMP000967,195201/56/2,Member967,Surname377,Male,1968-04-02,2022-04-29,2022-08-05,Active,Operations,Public,60.0,2028-04-28,58.0,4.0,3.9,2.0,44279.0,10436.93,4760.63,59476.56,38549.0,462588.0,0.05,0.1,1927.45,3854.9,5782.35,93310.55,202267.39,295577.94,0.0767,0.0772,0.0593,0.02,0.0437,0.0085,0.57,SAPS S2,DC,Defined Contribution,44730.71,5367.69,2026-12-31,Active
